cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
27661590000000,Salinas Union High,Monterey,3014904,3014904,14164485,14164485,28366262,31840928,https://www.salinasuhsd.org/documents/Departments/Instructional-Services/ESSER-III-Plan/ESSER-III-Expenditure-Plan-10.26.21.pdf
27661670000000,San Antonio Union Elementary,Monterey,37574,37574,148795,148795,334483,334483,
27661750000000,San Ardo Union Elementary,Monterey,96401,96401,361277,361277,812130,812130,
27661830000000,San Lucas Union Elementary,Monterey,89335,89335,321398,321398,722484,722484,
27661910000000,Santa Rita Union Elementary,Monterey,377970,377970,2059899,2059899,4210489,4630531,
27662250000000,Spreckels Union Elementary,Monterey,54916,54916,198125,198125,445374,445374,
27662330000000,Washington Union Elementary,Monterey,31871,31871,165511,165511,372058,372058,
27738250000000,North Monterey County Unified,Monterey,696506,696506,3486822,3486822,4378615,7838170,
27754400000000,Soledad Unified,Monterey,708087,708087,2804098,2804098,5954596,6303446,
27754730000000,Gonzales Unified,Monterey,453863,453863,1698255,1698255,3817578,3817578,
28102800000000,Napa County Office of Education,Napa,50008,50008,179912,179912,404432,404432,
28662410000000,Calistoga Joint Unified,Napa,93914,93914,325312,325312,731281,731281,
28662580000000,Howell Mountain Elementary,Napa,10771,10771,71825,71825,159337,161459,
28662660000000,Napa Valley Unified,Napa,1359023,1359023,5485916,5485916,12332017,12332017,
28662900000000,Saint Helena Unified,Napa,180079,180079,862701,862701,1939302,1939302,
29102980000000,Nevada County Office of Education,Nevada,286064,286064,1085396,1085396,2055080,2439906,
29102980114322,Yuba River Charter,Nevada,NaN,NaN,150773,150773,338928,338928,
29102980114330,Nevada City School of the Arts,Nevada,73139,73139,266117,266117,598216,598216,
29663240000000,Clear Creek Elementary,Nevada,19813,19813,113860,113860,255950,255950,
29663320000000,Grass Valley Elementary,Nevada,553909,553909,1996337,1996337,4014676,4487648,
29663400000000,Nevada City Elementary,Nevada,95613,95613,409092,409092,919616,919616,
29663570000000,Nevada Joint Union High,Nevada,286782,286782,1167943,1167943,2625468,2625468,
29663570124834,Sierra Academy of Expeditionary Learning,Nevada,21845,21845,90782,90782,204073,204073,
29663730000000,Pleasant Ridge Union Elementary,Nevada,134373,134373,624569,624569,1403993,1403993,
29664150000000,Twin Ridges Elementary,Nevada,64344,64344,473883,473883,910571,1065261,
29768770000000,Penn Valley Union Elementary,Nevada,197461,197461,772527,772527,1377360,1736595,
30103060000000,Orange County Department of Education,Orange,2379302,2379302,9422278,9422278,7238210,21180727,https://ocde.us/ACCESS/Documents/OCDE%20ESSER%20III%20Expenditure%20Plan%20-%20adopted%20by%20OCBE%2010.6.2021.pdf
30103060126037,Samueli Academy,Orange,128645,128645,514078,514078,865886,1155616,
30103060132613,Vista Heritage Global Academy,Orange,104567,104567,488188,488188,1097418,1097418,
30103060133785,Oxford Preparatory Academy - Saddleback Valley,Orange,10650,10650,49251,49251,110712,110712,
30103060133959,Unity Middle College High,Orange,19338,19338,76579,76579,172144,172144,
30103060133983,Ednovate - Legacy College Prep.,Orange,63732,63732,310880,310880,698840,698840,https://static1.squarespace.com/static/5e5ecb339f571251433c5f83/t/6195912b53a4612ae7355940/1637191979639/Legacy+_esseriiiexpenditureplan.docx_2021.docx+%281%29+%281%29.pdf
30103060134056,Orange County Academy of Sciences and Arts,Orange,6144,6144,26520,26520,59614,59614,
30103060134239,Epic California Academy,Orange,89164,89164,417598,417598,NaN,NaN,
30103060134288,Scholarship Prep - Orange County,Orange,118464,118464,561412,561412,1262020,1262020,
30103060134940,Citrus Springs Charter,Orange,58753,58753,232669,232669,523027,523027,
30103060137000,Vista Condor Global Academy,Orange,70125,70125,393351,393351,850904,884229,
30103060137976,Tomorrow's Leadership Collaborative (TLC) Charter,Orange,26746,26746,106878,106878,240255,240255,
30103060138800,Suncoast Preparatory Academy,Orange,NaN,NaN,50838,50838,114281,114281,
30103060139352,Sycamore Creek Community Charter,Orange,8744,8744,34942,34942,78547,78547,
30103060139469,International School for Science and Culture,Orange,22036,22036,88056,88056,197946,197946,
30103060140822,Irvine International Academy,Orange,NaN,NaN,NaN,NaN,NaN,NaN,
30103063030723,OCSA,Orange,44345,44345,162312,162312,351324,364868,
30647660000000,Lowell Joint,Orange,257419,257419,1086749,1086749,2055203,2442948,
30664230000000,Anaheim Elementary,Orange,4705080,4705080,19335249,19335249,43464502,43464502,https://drive.google.com/file/d/1HqltVi0JSbMHoc0YCkDi6i5mJF30lTL3/view
30664230131417,Vibrant Minds Charter,Orange,51994,51994,207469,207469,466377,466377,
30664236027379,Palm Lane Global Academy,Orange,83954,83954,348185,348185,631342,782700,
30664310000000,Anaheim Union High,Orange,6944539,6944539,28792891,28792891,42626178,64724724,https://www.auhsd.us/files/user/1/file/AUHSD_ESSER_III_plan.pdf
30664490000000,Brea-Olinda Unified,Orange,325449,325449,1324085,1324085,2976466,2976466,
30664560000000,Buena Park Elementary,Orange,1161364,1161364,4878262,4878262,10642984,10966046,
30664640000000,Capistrano Unified,Orange,3961970,3961970,15730688,15730688,35361662,35361662,https://www.capousd.org/documents/District/Budget-and-LCAP/6626569940852579178.pdf
30664640106765,California Online Public Schools Southern California,Orange,485091,485091,1946368,1946368,4375321,4375321,
30664640124743,Oxford Preparatory Academy - South Orange County,Orange,12698,12698,60616,60616,136261,136261,
30664640140061,OCASA College Prep,Orange,NaN,NaN,NaN,NaN,NaN,NaN,
30664646117758,Journey,Orange,24585,24585,98473,98473,221361,221361,
30664720000000,Centralia Elementary,Orange,658594,658594,2608100,2608100,5516466,5862856,
30664800000000,Cypress Elementary,Orange,244248,244248,1064889,1064889,2393809,2393809,
30664980000000,Fountain Valley Elementary,Orange,370561,370561,1481854,1481854,3331120,3331120,
30665060000000,Fullerton Elementary,Orange,2262194,2262194,9359918,9359918,21040545,21040545,
30665140000000,Fullerton Joint Union High,Orange,2091823,2091823,8283831,8283831,15975805,18621564,https://www.fjuhsd.org/cms/lib/CA02000098/Centricity/Domain/1473/2021_ESSER_III_Expenditure_Plan_Fullerton_Joint_Union_High_School_District_Revised%2012-9-21.pdf
30665220000000,Garden Grove Unified,Orange,11903967,11903967,49516750,49516750,95373171,111310740,https://www.ggusd.us/district/esser-iii-plan
30665300000000,Huntington Beach City Elementary,Orange,365405,365405,1480228,1480228,3327464,3327464,
30665480000000,Huntington Beach Union High,Orange,1604171,1604171,6352681,6352681,14280454,14280454,
30665550000000,Laguna Beach Unified,Orange,188180,188180,761974,761974,1712872,1712872,
30665630000000,La Habra City Elementary,Orange,960461,960461,3877726,3877726,8716900,8716900,
30665890000000,Magnolia Elementary,Orange,1548417,1548417,6131887,6131887,11836410,13784122,
30665970000000,Newport-Mesa Unified,Orange,3056854,3056854,12105451,12105451,26678787,27212341,https://resources.finalsite.net/images/v1682339135/nmusdus/qf0wkqugqxapc0il91xt/7170761711617596281.pdf
30666130000000,Ocean View,Orange,1187227,1211317,4863141,4863141,10470839,10932055,
30666210000000,Orange Unified,Orange,4272611,4272611,16919972,16919972,28887563,38035101,https://resources.finalsite.net/images/v1636588021/orangeusdorg/tr4fiz4l8v6ilmgpesrk/ESSERIIIPlanapprovedbyBoardon102121.pdf
30666210139964,Orange County Classical Academy,Orange,6162,6162,24625,24625,55356,55356,https://static1.squarespace.com/static/5e010cf639674371d58bc771/t/618ee104dfdf9e502f145fdb/1636753669157/OCCA+ESSER+III+Exp+Plan+2021-22+Rev2.pdf
30666216085328,Santiago Middle,Orange,174332,174332,727310,727310,1488842,1634951,
30666470000000,Placentia-Yorba Linda Unified,Orange,2290679,2290679,9071322,9071322,16238261,20391799,https://4.files.edl.io/d65c/11/17/21/143859-32763a54-9ac5-45cd-8f45-70f689273003.pdf
30666700000000,Santa Ana Unified,Orange,14508488,14508488,59956147,59956147,129274512,134777891,https://go.boarddocs.com/ca/sausd/Board.nsf/files/C82QKV69B189/$file/2021_ESSER_III_Expenditure_Plan_Santa_Ana_Unified_School_District_20211022.pdf
30666700101626,Edward B. Cole Academy,Orange,148068,148068,556025,556025,1182001,1249911,
30666700106567,Nova Academy Early College High,Orange,128773,128773,509954,509954,1146348,1146348,
30666700109066,Orange County Educational Arts Academy,Orange,128160,128160,507528,507528,1140894,1140894,
30666706119127,El Sol Santa Ana Science and Arts Academy,Orange,209823,209823,805627,805627,1811003,1811003,
30666960000000,Savanna Elementary,Orange,452019,452019,1790043,1790043,4023911,4023911,
30667460000000,Westminster,Orange,2095657,2095657,8688558,8688558,8620711,19531368,
30736350000000,Saddleback Valley Unified,Orange,2189556,2189556,8670864,8670864,19399454,19491592,https://web.archive.org/web/20211204044535/https://www.svusd.org/uploaded/SVUSD_Department_Files/Educational_Services/Assessment/2021_LCAP/2021_ESSER_III_Expenditure_Plan_-_Board_Approved_2021-10-14_-_Updated_2021-11-12.pdf
30736430000000,Tustin Unified,Orange,2593130,2593130,10269056,10269056,23084235,23084235,https://resources.finalsite.net/images/v1637351906/tustink12caus/ak2dlecx5b0m8qhuotqq/2021_ESSER_III_Expenditure_Plan_Tustin_Unified_School_District_20211119.pdf
30736500000000,Irvine Unified,Orange,2067289,2067289,8186674,8186674,18403160,18403160,https://iusd.org/sites/default/files/files/District/1GeneralDocs/2021_revised_esser_iii_expenditure_plan_irvine_unified_school_district_20211103.pdf
30739240000000,Los Alamitos Unified,Orange,306760,306760,831079,831079,1082221,1868216,
30768930130765,Magnolia Science Academy Santa Ana,Orange,218678,218678,786730,786730,1768522,1768522,https://www.magnoliapublicschools.org/ourpages/auto/2021/9/9/63010704/MSA-Santa%20Ana%20ESSER%20III%20Plan-Updated.pdf?rnd=1636758617992
31103140000000,Placer County Office of Education,Placer,629809,629809,2265838,2265838,3510490,5093471,
31667610000000,Ackerman Charter,Placer,20484,20484,115545,115545,259739,259739,
31667790000000,Alta-Dutch Flat Union Elementary,Placer,46085,46085,191155,191155,128957,429705,
31667870000000,Auburn Union Elementary,Placer,308092,308092,1220076,1220076,1877182,2742659,
31667950000000,Colfax Elementary,Placer,85922,85922,450669,450669,907696,1013077,
31668030000000,Dry Creek Joint Elementary,Placer,563829,563829,3519864,3519864,7498737,7912446,
31668290000000,Eureka Union,Placer,78981,78981,335612,335612,754436,754436,
31668370000000,Foresthill Union Elementary,Placer,58969,58969,200689,200689,451138,451138,
31668450000000,Loomis Union Elementary,Placer,94387,94387,418461,418461,940676,940676,
31668520000000,Newcastle Elementary,Placer,19403,19403,73938,73938,166209,166209,
31668860000000,Placer Hills Union Elementary,Placer,56671,56671,315407,315407,709017,709017,
31668940000000,Placer Union High,Placer,254355,254355,1058644,1058644,2379769,2379769,
31669100000000,Roseville City Elementary,Placer,638083,638083,2754454,2754454,6191850,6191850,
31669280000000,Roseville Joint Union High,Placer,509053,509053,2596869,2596869,5814874,5837610,
31669280121418,John Adams Academy - Roseville,Placer,NaN,NaN,298595,298595,671223,671223,
31669440000000,Tahoe-Truckee Unified,Placer,199181,199181,1242891,1242891,2793947,2793947,
31669510000000,Western Placer Unified,Placer,569063,569063,2253549,2253549,5065845,5065845,https://resources.finalsite.net/images/v1635459914/wpusdk12caus/fuq4lirpqzjjmqlava15/2021_ESSER_III_Expenditure_Plan_Western_Placer_Unified_School_District_202110113.pdf
31669510135871,John Adams Academy - Lincoln,Placer,NaN,NaN,149297,149297,335612,335612,
31750850000000,Rocklin Unified,Placer,533131,533131,2111254,2111254,4745975,4745975,
31750850117879,Maria Montessori Charter Academy,Placer,12931,12931,57178,57178,128532,128532,
31750850137927,Placer Academy Charter,Placer,NaN,NaN,57178,57178,128532,128532,
32669690000000,Plumas Unified,Plumas,416982,416982,1651291,1651291,3712005,3712005,
32669693230083,Plumas Charter,Plumas,55371,55371,200949,200949,451722,451722,
33103300000000,Riverside County Office of Education,Riverside,1913678,1913678,7801759,7801759,9407018,17537896,https://www.rcoe.us/home/showpublisheddocument/4585/637739919812370000
33103300110833,River Springs Charter,Riverside,979956,979956,4303637,4303637,9674323,9674323,
33103300125237,Leadership Military Academy,Riverside,86843,86843,343908,343908,773085,773085,
33103300125385,"Imagine Schools, Riverside County",Riverside,168160,168160,766987,766987,1379314,1724142,
33103300128777,Gateway College and Career Academy,Riverside,NaN,NaN,46126,46126,103688,103688,
33103300137836,Pivot Charter School Riverside,Riverside,NaN,NaN,54469,54469,112473,122444,
33103300137851,Julia Lee Performing Arts Academy,Riverside,54256,54256,216811,216811,487377,487377,
33103300137869,Excelsior Charter School Corona-Norco,Riverside,7024,7024,NaN,NaN,NaN,NaN,
33103300138024,Journey,Riverside,107494,107494,425687,425687,173089,956920,
33103300138602,JCS - Pine Hills,Riverside,NaN,NaN,216005,216005,485566,485566,
33103300139428,Garvey/Allen Visual & Performing Arts Academy for STEM,Riverside,NaN,NaN,131237,131237,295013,295013,
33103300140780,Audeo Valley Charter,Riverside,NaN,NaN,165215,165215,348544,371394,
33669770000000,Alvord Unified,Riverside,4587348,4587348,18166364,18166364,40587919,40836917,https://www.agendaonline.net/Public/Meeting.aspx?AgencyID=1304&MeetingID=84603&AgencyTypeID=1&IsArchived=False
33669850000000,Banning Unified,Riverside,1762032,1762032,6977827,6977827,15526442,15685745,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/4017/BUSD/3228033/2021_ESSER_III_Expenditure_Plan_Banning_Unified_School_District.pdf
33669930000000,Beaumont Unified,Riverside,1055665,1055665,3919521,3919521,8810852,8810852,
33669930127142,Highland Academy,Riverside,NaN,NaN,117532,117532,264205,264205,
33669930139360,Mission Vista Academy,Riverside,NaN,NaN,1308735,1308735,2941958,2941958,
33670330000000,Corona-Norco Unified,Riverside,6965762,6965762,27585125,27585125,62009736,62009736,https://cdnsm5-ss18.sharpschool.com/UserFiles/Servers/Server_211876/File/Our%20Departments/Educational%20Services/LCAP/Final%20ESSER%20III%20Expenditure%20Plan%2010.5.21.pdf
33670410000000,Desert Center Unified,Riverside,3297,3297,104992,104992,186758,236017,
33670580000000,Desert Sands Unified,Riverside,6300424,6300424,24950320,24950320,54117485,56086850,https://cdnsm5-ss18.sharpschool.com/UserFiles/Servers/Server_24405182/File/About%20DSUSD/2021-ESSERIII-DSUSD101921.pdf
33670820000000,Hemet Unified,Riverside,6278849,6278849,24864880,24864880,55894786,55894786,https://4.files.edl.io/ef06/04/15/22/183840-4477c91d-6f27-4425-8c60-753835048148.pdf
33670900000000,Jurupa Unified,Riverside,4662862,4662862,18465405,18465405,38542929,41509144,https://jurupausd.org/our-district/edserv/accountability/LCFFandLCAP/Documents/2021-22%20LCAP%20Documents/2021%20ESSER%20III%20Expenditure%20Plan.pdf
33671160000000,Menifee Union,Riverside,993080,993080,3932698,3932698,8840474,8840474,
33671160109843,Santa Rosa Academy,Riverside,NaN,NaN,428833,428833,963991,963991,
33671240000000,Moreno Valley Unified,Riverside,10339532,10339532,40399895,40399895,38510260,90816585,https://drive.google.com/file/d/11UljSt0NCgRUvS8qEc2FN5r2cfnOgkPN/view
33671570000000,Nuview Union,Riverside,280315,280315,1195795,1195795,2594410,2688076,
33671730000000,Palm Springs Unified,Riverside,8472560,8472560,33552196,33552196,53320804,75423361,https://www.psusd.us/cms/lib/CA02204874/Centricity/Domain/192/ESSER%20III%20Expenditure%20Plan%204.9.24.pdf
33671810000000,Palo Verde Unified,Riverside,855295,855295,4592943,4592943,8943195,10324666,
33671990000000,Perris Elementary,Riverside,3049670,3049670,10973885,10973885,10827137,24668648,
33672070000000,Perris Union High,Riverside,2401381,2401381,8928938,8928938,19580874,20071727,https://perrishsdpublic.ic-board.com/Attachments/ec462ad7-50b1-4fab-814f-806abb4de0b1.pdf
33672150000000,Riverside Unified,Riverside,8227364,8227364,32581198,32581198,54381273,73240614,https://www.riversideunified.org/common/pages/GetFile.ashx?key=xPFtAVYP
33672150126128,REACH Leadership STEAM Academy,Riverside,91216,91216,394761,394761,887400,887400,
33672310000000,Romoland Elementary,Riverside,605977,605977,2375044,2375044,5269016,5338959,
33672490000000,San Jacinto Unified,Riverside,2687969,2687969,10644632,10644632,20967551,23928506,
33672496114748,San Jacinto Valley Academy,Riverside,286926,286926,1136256,1136256,1683702,2554236,
33736760000000,Coachella Valley Unified,Riverside,8499245,8499245,32494071,32494071,50974077,73044759,https://drive.google.com/drive/folders/1xTWNL2vwEDf-3E1haH53t0R_w8Hm01cJ
33736760121673,NOVA Academy - Coachella,Riverside,79740,79740,315777,315777,709848,709848,
33751760000000,Lake Elsinore Unified,Riverside,4198812,4198812,16627722,16627722,23846336,37378140,https://4.files.edl.io/c4e2/02/03/22/191707-47d280c8-9e91-407d-ba92-c3dc39c0336c.pdf
33751760120204,Sycamore Academy of Science and Cultural Arts,Riverside,72699,72699,287895,287895,396804,647170,
33751920000000,Temecula Valley Unified,Riverside,2216853,2216853,9244629,9244629,19548731,20781382,https://simbli.eboardsolutions.com/meetings/TempFolder/Meetings/TVUSD%20ESSER%20III%20Expenditure%20Plan%20Draft_1772063lrhzc2qhfhg25e1svpha04p.pdf
33751923330917,Temecula Preparatory,Riverside,59331,59331,228733,228733,477501,514178,
33752000000000,Murrieta Valley Unified,Riverside,1792174,1792174,7097191,7097191,14663385,15954068,https://www.murrieta.k12.ca.us/cms/lib/CA01000508/Centricity/Domain/3306/ESSER%20III%20Plan%20Final%2010.2021.pdf
33752420000000,Val Verde Unified,Riverside,4846251,4846251,19191647,19191647,41817788,43141693,https://drive.google.com/file/d/16rDjmAB4WLRQ2UoX_EpmfKSKuvrOW8i5/view
33769430132522,Baypoint Preparatory Academy,Riverside,14412,14412,NaN,NaN,NaN,NaN,
