cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
41690050127282,Connect Community Charter,San Mateo,58495,58495,242025,242025,544058,544058,
41690050132068,KIPP Excelencia Community Preparatory,San Mateo,191873,191873,864435,864435,1943198,1943198,
41690050132076,Rocketship Redwood City,San Mateo,78514,78514,310924,310924,698938,698938,
41690130000000,San Bruno Park Elementary,San Mateo,218099,218099,871273,871273,1957443,1958571,
41690210000000,San Carlos Elementary,San Mateo,NaN,NaN,134245,134245,301774,301774,
41690390000000,San Mateo-Foster City,San Mateo,790674,790674,2919396,2919396,6562629,6562629,
41690470000000,San Mateo Union High,San Mateo,469614,469614,1145674,1145674,2575407,2575407,
41690620000000,Sequoia Union High,San Mateo,670336,670336,2513294,2513294,5649737,5649737,
41690620112722,Summit Preparatory Charter High,San Mateo,65382,65382,280046,280046,629526,629526,https://summitps.org/wp-content/uploads/2021/11/ESSER-III-Expenditure-Plan-Summit-Preparatory-Charter-High.docx.pdf
41690620119503,Everest Public High,San Mateo,79611,79611,329392,329392,740454,740454,https://summitps.org/wp-content/uploads/2021/11/ESSER-III-Expenditure-Plan-Everest-Public-High.docx.pdf
41690620126722,East Palo Alto Academy,San Mateo,107561,107561,425953,425953,957516,957516,
41690620139915,KIPP Esperanza High,San Mateo,30696,30696,241104,241104,541987,541987,
41690700000000,South San Francisco Unified,San Mateo,697331,697331,2761501,2761501,6207691,6207691,
41690880000000,Woodside Elementary,San Mateo,5548,5548,8393,27968,62870,62870,
42691040000000,Ballard Elementary,Santa Barbara,NaN,NaN,43720,43720,98280,98280,
42691120000000,Blochman Union Elementary,Santa Barbara,NaN,NaN,56174,56174,126276,126276,
42691120124255,Trivium Charter,Santa Barbara,52229,52229,169506,169506,381039,381039,
42691120137877,Trivium Charter School Adventure,Santa Barbara,17561,17561,69543,69543,156328,156328,
42691120137885,Trivium Charter School Voyage,Santa Barbara,4391,4391,60354,60354,135673,135673,
42691200000000,Santa Maria-Bonita,Santa Barbara,3403503,3403503,13478217,13478217,9100867,30298239,https://resources.finalsite.net/images/v1644955998/smbsdorg/nwtooj6pvsw4gsxeozl7/ESSERlllExpenditurePlan.pdf
42691380000000,Buellton Union Elementary,Santa Barbara,31670,31670,125415,125415,281927,281927,
42691460000000,Carpinteria Unified,Santa Barbara,283511,283511,1122734,1122734,2523839,2523839,
42691610000000,Cold Spring Elementary,Santa Barbara,10443,10443,41357,41357,92969,92969,
42691790000000,College Elementary,Santa Barbara,31330,31330,181125,181125,367214,407158,
42691950000000,Goleta Union Elementary,Santa Barbara,298914,298914,1183730,1183730,2660955,2660955,
42692030000000,Guadalupe Union Elementary,Santa Barbara,211504,211504,837579,837579,1882827,1882827,
42692110000000,Hope Elementary,Santa Barbara,92599,92599,380987,380987,856436,856436,
42692290000000,Lompoc Unified,Santa Barbara,2013169,2013169,8317694,8317694,9207501,18697687,https://resources.finalsite.net/images/v1697135623/lusdorg/xdw3pu9cxtzys7wntqwe/ESSER_III_Expenditure_Plan_Lompoc_Unified_School_District.pdf
42692290116921,Manzanita Public Charter,Santa Barbara,76752,76752,303944,303944,683249,683249,
42692450000000,Los Olivos Elementary,Santa Barbara,9806,9806,38730,38730,87062,87062,
42692520000000,Montecito Union Elementary,Santa Barbara,56287,56287,237922,237922,534834,534834,
42692600000000,Orcutt Union Elementary,Santa Barbara,401029,401029,1588116,1588116,3112722,3569990,
42693100000000,Santa Maria Joint Union High,Santa Barbara,1449964,1449964,5900423,5900423,13263804,13263804,
42693280000000,Santa Ynez Valley Union High,Santa Barbara,26041,26041,103126,103126,231820,231820,
42693360000000,Solvang Elementary,Santa Barbara,192976,192976,931334,931334,2093583,2093583,
42693440000000,Vista del Mar Union,Santa Barbara,1147,1147,4124,4124,9272,9272,
42750100000000,Cuyama Joint Unified,Santa Barbara,56912,56912,193453,193453,434872,434872,
42767860000000,Santa Barbara Unified,Santa Barbara,1860793,1860793,7368930,7368930,15134811,16564921,https://resources.finalsite.net/images/v1649921289/sbunifiedorg/j6nawimmbhawc6futg2w/SBUSD2021ESSERIIIExpenditurePlan.pdf
42767866045918,Peabody Charter,Santa Barbara,111909,111909,433072,433072,973521,973521,
42767866118202,Adelante Charter,Santa Barbara,66891,66891,245179,245179,551149,551149,
42771980138362,Olive Grove Charter - Orcutt/Santa Maria,Santa Barbara,43145,43145,197833,197833,375535,444717,
42772060138370,Olive Grove Charter - Lompoc,Santa Barbara,24634,24634,120970,120970,235423,271934,
42772220138396,Olive Grove Charter - Santa Barbara,Santa Barbara,21852,21852,86536,86536,194484,194528,
43104390000000,Santa Clara County Office of Education,Santa Clara,1003934,1003934,3611810,3611810,7970962,8119135,
43104390113704,Rocketship Mateo Sheedy Elementary,Santa Clara,186947,186947,672571,672571,1511900,1511900,
43104390116814,ACE Empower Academy,Santa Clara,126778,126778,462233,462233,1039072,1039072,
43104390119024,Rocketship Si Se Puede Academy,Santa Clara,165912,165912,596895,596895,1341785,1341785,
43104390120642,Rocketship Los Suenos Academy,Santa Clara,167234,167234,610850,610850,1373154,1373154,
43104390121483,Alpha: Cornerstone Academy Preparatory,Santa Clara,116162,116162,466222,466222,895303,1048039,
43104390123257,Downtown College Prep - Alum Rock,Santa Clara,199461,199461,723479,723479,1546572,1626339,
43104390123281,Rocketship Discovery Prep,Santa Clara,148828,148828,567321,567321,1275304,1275304,
43104390123794,Summit Public School: Tahoma,Santa Clara,33469,33469,132539,132539,297940,297940,https://summitps.org/wp-content/uploads/2021/11/ESSER-III-Expenditure-Plan-Summit-Public-School_-Tahoma.docx.pdf
43104390124065,Sunrise Middle,Santa Clara,72417,72417,311718,311718,693556,700723,
43104390125781,Rocketship Academy Brilliant Minds,Santa Clara,167001,167001,661340,661340,1486653,1486653,
43104390125799,Rocketship Alma Academy,Santa Clara,166160,166160,622519,622519,1399386,1399386,
43104390128090,Summit Public School: Denali,Santa Clara,33469,33469,162004,162004,343734,364174,https://summitps.org/wp-content/uploads/2021/11/ESSER-III-Expenditure-Plan-Summit-Public-School_-Denali.docx.pdf
43104390129213,Alpha: Jose Hernandez,Santa Clara,132716,132716,477467,477467,1073319,1073319,
43104390131110,Rocketship Fuerza Community Prep,Santa Clara,167139,167139,661889,661889,1487887,1487887,
43104390131748,Voices College-Bound Language Academy at Morgan Hill,Santa Clara,71941,71941,284895,284895,640428,640428,
43104390132530,Voices College-Bound Language Academy at Mt. Pleasant,Santa Clara,78578,78578,292112,292112,656651,656651,
43104390133496,Rocketship Rising Stars,Santa Clara,149814,149814,577901,577901,1299087,1299087,
43693690000000,Alum Rock Union Elementary,Santa Clara,2947628,2947628,10015414,10015414,22514061,22514061,https://resources.finalsite.net/images/v1649354040/arusdorg/et9l0wqfb0vft7mjazhz/2021_ESSER_III_Expenditure_Plan_Alum_Rock_Union_Elementary_School_District_October2021.pdf
43693690106633,KIPP Heartwood Academy,Santa Clara,126605,126605,501367,501367,1127044,1127044,
43693690125526,Alpha: Blanca Alvarado,Santa Clara,136503,136503,491090,491090,1103942,1103942,
43693690129924,Kipp Prize Preparatory Academy,Santa Clara,127469,127469,488183,488183,1097406,1097406,
43693770000000,Berryessa Union Elementary,Santa Clara,687037,687037,2340543,2340543,5261403,5261403,
43693850000000,Cambrian,Santa Clara,85300,85300,289830,289830,579269,651521,
43693930000000,Campbell Union,Santa Clara,766554,766554,3035632,3035632,6823922,6823922,
43694010000000,Campbell Union High,Santa Clara,604971,604971,2055562,2055562,4620782,4620782,
43694190000000,Cupertino Union,Santa Clara,324241,324241,1101703,1101703,2333390,2476564,
43694270000000,East Side Union High,Santa Clara,3412308,3412308,11426052,11426052,25603728,25685093,https://go.boarddocs.com/ca/esuhsd/Board.nsf/files/C7RJUC4E318A/$file/ESUHSD%20ESSER%20III%20Plan%202021.pdf
43694270116889,KIPP San Jose Collegiate,Santa Clara,116119,116119,460613,460613,1035432,1035432,
43694270125617,ACE Charter High,Santa Clara,109231,109231,429030,429030,964434,964434,
43694270130856,Luis Valdez Leadership Academy,Santa Clara,93897,93897,371843,371843,710431,835880,
43694270131995,B. Roberto Cruz Leadership Academy,Santa Clara,68049,68049,281555,281555,451452,632920,
43694270132274,Alpha Cindy Avitia High,Santa Clara,126990,126990,518976,518976,1166627,1166627,
43694274330668,Latino College Preparatory Academy,Santa Clara,125133,125133,478112,478112,839154,1074769,
43694274330726,Escuela Popular Accelerated Family Learning,Santa Clara,92075,92075,400226,400226,899685,899685,
43694350000000,Evergreen Elementary,Santa Clara,1140452,1140452,4268837,4268837,6064597,9596095,
43694500000000,Franklin-McKinley Elementary,Santa Clara,2259377,2259377,8179325,8179325,18386642,18386642,
43694500113662,Voices College-Bound Language Academy,Santa Clara,118531,118531,461070,461070,1036459,1036459,
43694500123299,Rocketship Mosaic Elementary,Santa Clara,167586,167586,611864,611864,1375434,1375434,
43694500128108,Rocketship Spark Academy,Santa Clara,143691,143691,538280,538280,1210022,1210022,
43694500129205,KIPP Heritage Academy,Santa Clara,104588,104588,414343,414343,931419,931419,
43694500129247,ACE Esperanza Middle,Santa Clara,104143,104143,405472,405472,911477,911477,
43694680000000,Fremont Union High,Santa Clara,NaN,NaN,664833,664833,1494506,1494506,
43694840000000,Gilroy Unified,Santa Clara,1527177,1527177,4897013,4897013,10877692,11008197,
43694840123760,Gilroy Prep (a Navigator School),Santa Clara,76369,76369,302428,302428,322558,679841,
43695000000000,Loma Prieta Joint Union Elementary,Santa Clara,16713,16713,39941,39941,89785,89785,
43695180000000,Los Altos Elementary,Santa Clara,79859,79859,309036,309036,694694,694694,
43695420000000,Luther Burbank,Santa Clara,66853,66853,264743,264743,376302,595127,
43695750000000,Moreland,Santa Clara,359565,359565,1483350,1483350,3334484,3334484,
43695830000000,Morgan Hill Unified,Santa Clara,652158,652158,2449841,2449841,5385878,5507097,
43695910000000,Mountain View Whisman,Santa Clara,501372,501372,1044581,1044581,1632291,2348156,
43696090000000,Mountain View-Los Altos Union High,Santa Clara,209013,209013,436850,436850,982013,982013,
43696170000000,Mount Pleasant Elementary,Santa Clara,371374,371374,1322772,1322772,2973513,2973513,
43696250000000,Oak Grove Elementary,Santa Clara,1128900,1128900,4086938,4086938,9089111,9187195,
43696330000000,Orchard Elementary,Santa Clara,96776,96776,376733,376733,846873,846873,
43696410000000,Palo Alto Unified,Santa Clara,283647,283647,1034259,1034259,2324954,2324954,
43696660000000,San Jose Unified,Santa Clara,3637730,3637730,12637967,12637967,28393408,28409407,https://sjusd.app.box.com/s/3db30vewhqxmz8zz2cl0mm0r4j4wr2xf
43696660129718,Downtown College Preparatory Middle,Santa Clara,181517,181517,718824,718824,1615874,1615874,
43696660131656,ACE Inspire Academy,Santa Clara,86325,86325,341854,341854,768468,768468,
43696664330585,Downtown College Preparatory,Santa Clara,137759,137759,545540,545540,1174425,1226341,
43696740000000,Santa Clara Unified,Santa Clara,1072712,1072712,3837354,3837354,8626147,8626147,
43696820000000,Saratoga Union Elementary,Santa Clara,34722,34722,151025,151025,339496,339496,
43696900000000,Sunnyvale,Santa Clara,432856,432856,1496013,1496013,3362949,3362949,
43697080000000,Union Elementary,Santa Clara,108071,108071,422533,422533,871074,949829,
43733870000000,Milpitas Unified,Santa Clara,637462,637462,2524415,2524415,5674737,5674737,
43771150137059,Perseverance Preparatory,Santa Clara,NaN,NaN,NaN,NaN,NaN,NaN,
43771490137315,KIPP Navigate College Prep,Santa Clara,59939,59939,288898,288898,649426,649426,
44104470000000,Santa Cruz County Office of Education,Santa Cruz,146538,146538,854806,854806,1501252,1921553,
44697320000000,Bonny Doon Union Elementary,Santa Cruz,10956,10956,108821,108821,244623,244623,
44697570000000,Happy Valley Elementary,Santa Cruz,6445,6445,40597,40597,91260,91260,
44697650000000,Live Oak Elementary,Santa Cruz,282034,282034,1116882,1116882,2510685,2510685,
44697990000000,Pajaro Valley Unified,Santa Cruz,3952394,3952394,16369138,16369138,24168930,36796859,https://www.pvusd.net/documents/District/About-Us/LCAP/PVUSD-ESSER-III-Expenditure-Plan-12-21-21.pdf
44697990117804,Ceiba College Preparatory Academy,Santa Cruz,157838,157838,653061,653061,1285299,1468042,
44698070000000,San Lorenzo Valley Unified,Santa Cruz,155427,155427,618323,618323,1389953,1389953,
44698070110007,Ocean Grove Charter,Santa Cruz,134635,134635,533168,533168,1198530,1198530,
44698150000000,Santa Cruz City Elementary,Santa Cruz,215352,215352,1002433,1002433,2093191,2253409,
44698230000000,Santa Cruz City High,Santa Cruz,669562,669562,2651534,2651534,5473950,5960493,
44698490000000,Soquel Union Elementary,Santa Cruz,161596,161596,914993,914993,1982253,2056850,
44754320000000,Scotts Valley Unified,Santa Cruz,101824,101824,649551,649551,1460153,1460153,
44772480138909,Watsonville Prep,Santa Cruz,59277,59277,302145,302145,332979,679204,
45104540000000,Shasta County Office of Education,Shasta,276692,276692,1138964,1138964,2560324,2560324,
45104540111674,Chrysalis Charter,Shasta,29713,29713,117668,117668,264510,264510,
45104540129957,Northern Summit Academy Shasta,Shasta,28228,28228,136482,136482,306803,306803,
45104540132944,Redding STEM Academy,Shasta,NaN,NaN,147010,147010,330471,330471,
45698560000000,Anderson Union High,Shasta,449819,449819,1553501,1553501,3195250,3492180,
45698720000000,Bella Vista Elementary,Shasta,54136,54136,224465,224465,504583,504583,
45698800000000,Black Butte Union Elementary,Shasta,121065,121065,435550,435550,979090,979090,
45699140000000,Cascade Union Elementary,Shasta,572006,572006,2292002,2292002,5152286,5152286,
45699140135624,Tree of Life International Charter,Shasta,25655,25655,119856,119856,269429,269429,
45699220000000,Castle Rock Union Elementary,Shasta,1551,1551,5270,5270,11847,11847,
45699480000000,Columbia Elementary,Shasta,114178,114178,372429,372429,837197,837197,
45699480134122,Redding School of the Arts,Shasta,49873,49873,195726,195726,373117,439981,
45699480139543,Shasta View Academy,Shasta,NaN,NaN,41295,41295,92829,92829,
45699550000000,Cottonwood Union Elementary,Shasta,187161,187161,819587,819587,1842384,1842384,
45699710000000,Enterprise Elementary,Shasta,955976,955976,3785762,3785762,8510170,8510170,
45699890000000,Fall River Joint Unified,Shasta,216133,216133,960552,960552,2159264,2159264,
45700030000000,Grant Elementary,Shasta,39802,39802,141613,141613,318338,318338,
45700110000000,Happy Valley Union Elementary,Shasta,147258,147258,570972,570972,1250646,1283510,
45700290000000,"Igo, Ono, Platina Union Elementary",Shasta,31152,31152,112074,112074,236667,251936,
45700450000000,Junction Elementary,Shasta,50014,50014,198062,198062,445232,445232,
45700520000000,Millville Elementary,Shasta,37422,37422,156015,156015,350712,350712,
45700780000000,North Cow Creek Elementary,Shasta,20107,20107,75492,75492,169702,169702,
45700860000000,Oak Run Elementary,Shasta,13576,13576,54374,54374,122229,122229,
45700940000000,Pacheco Union Elementary,Shasta,148746,148746,505694,505694,1121530,1136771,
45701100000000,Redding Elementary,Shasta,711011,711011,2638521,2638521,5931239,5931239,
45701280000000,Shasta Union Elementary,Shasta,28266,28266,111411,111411,250445,250445,
45701360000000,Shasta Union High,Shasta,745854,745854,2759523,2759523,4235891,6203246,
45701690000000,Whitmore Union Elementary,Shasta,28163,28163,105823,105823,237883,237883,
45701690136440,Phoenix Charter Academy,Shasta,56543,56543,223916,223916,402680,503350,
45701690137117,New Day Academy,Shasta,60838,60838,240926,240926,NaN,NaN,
45737000000000,Mountain Union Elementary,Shasta,46094,46094,201869,201869,453789,453789,
45752670000000,Gateway Unified,Shasta,999786,999786,3598802,3598802,8089896,8089896,
45752670113407,Rocky Point Charter,Shasta,NaN,NaN,104630,104630,235203,235203,
46701770000000,Sierra-Plumas Joint Unified,Sierra,67142,67142,271188,271188,609615,609615,
47104700000000,Siskiyou County Office of Education,Siskiyou,35115,35115,139057,139057,312592,312592,
47104700117168,Golden Eagle Charter,Siskiyou,112250,112250,444486,444522,994703,999258,
47104700137372,Northern United - Siskiyou Charter,Siskiyou,35427,35427,140296,140296,315378,315378,https://www.nucharters.org/wp-content/uploads/2021/10/2021_ESSER_III_Expenditure_Plan_Northern_United_Siskiyou_Charter_20211020-approved-1.pdf
47701850000000,Big Springs Union Elementary,Siskiyou,45267,45267,179264,179264,402974,402974,
47702010000000,Butteville Union Elementary,Siskiyou,24523,24523,84402,84402,117503,189731,
47702430000000,Dunsmuir Elementary,Siskiyou,73740,73740,442817,442817,677148,995427,
47702500000000,Dunsmuir Joint Union High,Siskiyou,32056,32056,126947,126947,285368,285368,
47703260000000,Grenada Elementary,Siskiyou,22051,22051,87323,87323,196298,196298,
47703340000000,Happy Camp Union Elementary,Siskiyou,37265,37265,121419,147573,239432,331736,
47703590000000,Hornbrook Elementary,Siskiyou,22352,22352,80564,80564,109878,181104,
47703750000000,Klamath River Union Elementary,Siskiyou,12145,12145,67952,67952,152751,152751,
47704090000000,McCloud Union Elementary,Siskiyou,41097,41097,170902,170902,366120,384179,
47704170000000,Montague Elementary,Siskiyou,76157,76157,277649,277649,611904,624139,
47704250000000,Mt. Shasta Union Elementary,Siskiyou,206190,206190,816533,816533,673315,1835519,
47704660000000,Siskiyou Union High,Siskiyou,84337,84337,330296,330296,742487,742487,
47704820000000,Weed Union Elementary,Siskiyou,110965,110965,439433,439433,987819,987819,
47704900000000,Willow Creek Elementary,Siskiyou,876,876,3150,3150,7081,7081,
47705080000000,Yreka Union Elementary,Siskiyou,371008,371008,1469231,1469231,3302744,3302744,
47705160000000,Yreka Union High,Siskiyou,142734,142734,565242,565242,1261710,1270630,
47736840000000,Butte Valley Unified,Siskiyou,87414,87414,414486,414529,720508,931837,
47764550000000,Scott Valley Unified,Siskiyou,183319,183319,725964,725964,1536303,1631924,
48104880000000,Solano County Office of Education,Solano,179087,179087,644294,644294,1331180,1448334,
48104880139030,Elite Public,Solano,92482,92482,366240,366240,823286,823286,
48705240000000,Benicia Unified,Solano,190767,190767,477189,477189,1072692,1072692,
48705320000000,Dixon Unified,Solano,711914,711914,2418934,2418934,4252906,5437622,
48705320122267,Dixon Montessori Charter,Solano,NaN,NaN,111179,111179,249924,249924,
48705400000000,Fairfield-Suisun Unified,Solano,3374281,3374281,11487267,11487267,18956622,25822701,https://go.boarddocs.com/ca/fsusd/Board.nsf/files/D4EQ8Y6814A2/$file/11A%202022_ESSER_III-Expenditure_Plan_Fairfield-Suisun_Unified_School_District_revised%20April2024.pdf
48705650000000,Travis Unified,Solano,263872,263872,602357,602357,1354064,1354064,
48705730000000,Vacaville Unified,Solano,1305418,1305418,4119707,4119707,7276280,9260860,
48705810000000,Vallejo City Unified,Solano,3768428,3768428,13049528,13049541,26677070,29334601,https://resources.finalsite.net/images/v1707673307/vcusdorg/ofybwrtta10uvgjrocac/ElementaryandSecondarySchoolEmergencyReliefESSERPlan.pdf
48705810134262,Caliber: ChangeMakers Academy,Solano,132909,132909,564143,564143,1268160,1268160,
48705810137380,MIT Griffin Academy Middle,Solano,47450,47450,187906,187906,422401,422401,
48705810139816,Griffin Academy High,Solano,17939,17939,71684,71684,161142,161142,
48705814830196,MIT Academy,Solano,86770,86770,343617,343617,772431,772431,
48705816116255,Mare Island Technology Academy,Solano,76699,76699,303735,303735,682777,682777,
49104960000000,Sonoma County Office of Education,Sonoma,NaN,NaN,977540,977540,2004815,2197452,
49706070000000,West Sonoma County Union High,Sonoma,121157,121157,483659,483659,1087237,1087237,
49706150000000,Bellevue Union,Sonoma,395525,395525,1656861,1656861,3235201,3724527,
49706230000000,Bennett Valley Union Elementary,Sonoma,41677,41677,215476,215476,484378,484378,
49706490000000,Cinnabar Elementary,Sonoma,32696,32696,119971,119971,269688,269688,
49706560000000,Cloverdale Unified,Sonoma,112909,112909,546498,546498,1209294,1228494,
49706800000000,Forestville Union Elementary,Sonoma,36291,36291,143715,143715,222882,323062,
49706980000000,Fort Ross Elementary,Sonoma,9565,9565,47027,47027,105713,105713,
49707060000000,Geyserville Unified,Sonoma,12245,12245,74948,74948,168479,168479,
49707140000000,Gravenstein Union Elementary,Sonoma,33794,33794,140528,140528,315106,315899,
49707220000000,Guerneville Elementary,Sonoma,87873,87873,328119,328119,737593,737593,
49707220139048,California Pacific Charter - Sonoma,Sonoma,NaN,NaN,79414,79414,160869,178517,
49707300000000,Harmony Union Elementary,Sonoma,25285,25285,103591,103591,232866,232866,
49707306120588,Pathways Charter,Sonoma,NaN,NaN,148883,148883,334679,334679,
49707630000000,Horicon Elementary,Sonoma,NaN,NaN,48525,48525,109080,109080,
49707970107284,California Virtual Academy @ Sonoma,Sonoma,104210,104907,415418,415441,815292,933887,
49707970139568,Heartwood Charter,Sonoma,NaN,NaN,121354,121354,272796,272796,
49708050000000,Mark West Union Elementary,Sonoma,178389,178389,606127,606127,1362537,1362537,
49708130000000,Monte Rio Union Elementary,Sonoma,NaN,NaN,57329,57329,120604,128872,
49708210000000,Montgomery Elementary,Sonoma,874,874,NaN,NaN,NaN,NaN,
49708390000000,Oak Grove Union Elementary,Sonoma,23012,23012,93685,93685,185328,210599,
49708390138065,Pivot Charter School - North Bay,Sonoma,NaN,NaN,210614,210614,281450,473449,
49708470000000,Old Adobe Union,Sonoma,151249,151249,771342,771342,1727934,1733932,
49708540000000,Petaluma City Elementary,Sonoma,175730,175730,695907,695907,1564359,1564359,
49708546119036,Live Oak Charter,Sonoma,NaN,NaN,54001,54001,121391,121391,
49708620000000,Petaluma Joint Union High,Sonoma,273119,273119,1180435,1180435,2592869,2653547,
49708700000000,Piner-Olivet Union Elementary,Sonoma,81318,81318,322026,322026,723896,723896,
49708700106344,Northwest Prep Charter,Sonoma,16900,16900,64797,64797,145659,145659,
49708706066344,Olivet Elementary Charter,Sonoma,49538,49538,173815,173815,390725,390725,
49708706109144,Morrice Schaefer Charter,Sonoma,78603,78603,267077,267077,600373,600373,
49708706113492,Piner-Olivet Charter,Sonoma,33280,33280,113077,113077,254191,254191,
49708960000000,Rincon Valley Union Elementary,Sonoma,189469,189469,750318,750318,1686670,1686670,
49709040000000,Roseland,Sonoma,237766,237766,930956,930956,2092735,2092735,
49709040101923,Roseland Charter,Sonoma,389782,473785,1876236,1876236,3496691,4217669,
49709120000000,Santa Rosa Elementary,Sonoma,757522,757522,4068108,4068108,9144867,9144867,
49709126116958,Kid Street Charter,Sonoma,38907,38907,139972,139972,314650,314650,
49709200000000,Santa Rosa High,Sonoma,1454831,1454831,5861117,5861117,13175447,13175447,
49709380000000,Sebastopol Union Elementary,Sonoma,87514,87514,373048,373048,783791,838590,
49709386113039,Sebastopol Independent Charter,Sonoma,NaN,NaN,76237,76237,171376,171376,
49709530000000,Sonoma Valley Unified,Sonoma,621595,621595,2163347,2163347,4863076,4863076,
49709530105866,Woodland Star Charter,Sonoma,NaN,NaN,112570,112570,253050,253050,
49709536111678,Sonoma Charter,Sonoma,29551,29551,122051,122051,274364,274364,
49709610000000,Twin Hills Union Elementary,Sonoma,32867,32867,162388,162388,292030,365038,
49709790000000,Two Rock Union,Sonoma,11836,11836,46379,46379,104257,104257,
49709950000000,Waugh Elementary,Sonoma,40601,40601,212353,212353,477358,477358,
49710190000000,Wilmar Union Elementary,Sonoma,33483,33483,132598,132598,298073,298073,
49710350000000,Wright Elementary,Sonoma,223864,223864,886523,886523,1697880,1992851,
49738820000000,Cotati-Rohnert Park Unified,Sonoma,514756,514756,2244181,2244181,4733499,5044786,
49738820123786,Credo High,Sonoma,NaN,NaN,134358,134358,302028,302028,
49753580000000,Windsor Unified,Sonoma,279936,279936,1167943,1167943,2515027,2625468,
49753900000000,Healdsburg Unified,Sonoma,221572,221572,756793,756793,1616006,1701226,
50105040000000,Stanislaus County Office of Education,Stanislaus,1080865,1080865,4104615,4104615,9226932,9226932,https://resources.finalsite.net/images/v1683831046/stancoeorg/htl4jrtchuxzwsh72a9s/FinalSCOEESSERIIIExpenditureplanEdOptions101422.pdf
50105040117457,Great Valley Academy,Stanislaus,NaN,NaN,403073,403073,906083,906083,
50105045030234,Valley College High,Stanislaus,18530,18530,73381,73381,164957,164957,
50710430000000,Ceres Unified,Stanislaus,2517261,2517261,10959526,10959526,24636370,24636370,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3072/CUSD/2454651/CUSD_ESSER_III_Expenditure_Plan.pdf
50710430112292,Aspire Summit Charter Academy,Stanislaus,85513,85513,338639,338639,761240,761240,
50710500000000,Chatom Union,Stanislaus,133233,133233,527615,527615,332518,1186048,
50710680000000,Denair Unified,Stanislaus,331790,331790,1133133,1133133,1970199,2547216,
50710760000000,Empire Union Elementary,Stanislaus,826124,826124,3053969,3053969,6865142,6865142,
50710840000000,Gratton Elementary,Stanislaus,13699,13699,77679,77679,174618,174618,
50710920000000,Hart-Ransom Union Elementary,Stanislaus,71218,71218,282032,282032,534804,633992,
50711000000000,Hickman Community Charter,Stanislaus,37452,37452,207502,207502,466451,466451,
50711340000000,Keyes Union,Stanislaus,225790,225790,1398326,1439101,2557230,3235014,
50711420000000,Knights Ferry Elementary,Stanislaus,12702,12702,48480,48480,108980,108980,
50711670000000,Modesto City Elementary,Stanislaus,4970219,4970219,21246249,21246249,45755502,47760317,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2006078/2021_MCS_Elementary_ESSER_III_Expenditure_Plan_County_Approved.pdf
50711670137265,Aspire University Charter,Stanislaus,76539,76539,362186,362186,814172,814172,
50711750000000,Modesto City High,Stanislaus,3174226,3174226,14831355,14831355,33152994,33340013,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2006079/2021_MCS_High_School_ESSER_III_Expenditure_Plan_County_Approved.pdf
50711750120212,Aspire Vanguard College Preparatory Academy,Stanislaus,77442,77442,403054,403054,906042,906042,
50712090000000,Paradise Elementary,Stanislaus,19014,19014,83640,83640,188017,188017,
50712170000000,Patterson Joint Unified,Stanislaus,1310490,1310490,5118511,5118511,8859674,11506111,
50712330000000,Roberts Ferry Union Elementary,Stanislaus,1607,1607,36071,36071,81086,81086,
50712660000000,Salida Union Elementary,Stanislaus,335939,335939,1411366,1411366,3048618,3172667,
50712660124768,Great Valley Academy - Salida,Stanislaus,NaN,NaN,254123,254123,571254,571254,
50712740000000,Shiloh Elementary,Stanislaus,25233,25233,123433,123433,277469,277469,
50712820000000,Stanislaus Union Elementary,Stanislaus,678039,678039,2853498,2853498,6414495,6414495,
50712900000000,Sylvan Union Elementary,Stanislaus,1279022,1279022,6372192,6372192,14324312,14324312,
50713240000000,Valley Home Joint Elementary,Stanislaus,30765,30765,104534,104534,234985,234985,
50736010000000,Newman-Crows Landing Unified,Stanislaus,473711,473711,1997633,1997633,4065105,4490561,
50755490000000,Hughson Unified,Stanislaus,429011,429011,1479911,1479911,2915370,3326754,
50755560000000,Riverbank Unified,Stanislaus,623346,623346,2804627,2804627,6291953,6304636,
50755640000000,Oakdale Joint Unified,Stanislaus,642276,642276,2622157,2622157,5702689,5894455,
50755720000000,Waterford Unified,Stanislaus,470870,470870,2185194,2185194,3717433,4912186,
50757390000000,Turlock Unified,Stanislaus,2614625,2614625,12596842,12596842,20736151,28316960,https://resources.finalsite.net/images/v1685691978/turlockk12caus/c7mwjnsc4hc4iurh66ed/2021_esser_iii_expenditure_plan_turlock_unified_school_district.pdf
50757390131185,Fusion Charter,Stanislaus,33293,33293,120349,120349,270537,270537,
51105120000000,Sutter County Office of Education,Sutter,86784,86784,343672,343672,772555,772555,
51105120138040,AeroSTEM Academy,Sutter,24709,24709,98741,98741,221963,221963,
51713570000000,Brittan Elementary,Sutter,57968,57968,199376,199376,448186,448186,
51713650000000,Browns Elementary,Sutter,13973,13973,55335,55335,124390,124390,
51713730000000,East Nicolaus Joint Union High,Sutter,10410,10410,43720,43720,98280,98280,
51713810000000,Franklin Elementary,Sutter,38722,38722,146867,146867,330148,330148,
51713990000000,Live Oak Unified,Sutter,602105,602105,2167937,2167937,4873395,4873395,
